grd_ScheduleMain_rn,grd_ScheduleMain_SUBJ_CD,grd_ScheduleMain_SUBJ_KNM,grd_ScheduleMain_SUBJ_ENM,grd_ScheduleMain_NOTE,grd_ScheduleMain_LECT_NUMB,grd_ScheduleMain_CMPT_DIV_NM,grd_ScheduleMain_CMPT_DIV_ENM,grd_ScheduleMain_UNIT,grd_ScheduleMain_LSTM_LIST,grd_ScheduleMain_LSTM_LIST_ENM,grd_ScheduleMain_COUR_INWON,grd_ScheduleMain_SP_LESS_CD_NM,grd_ScheduleMain_SP_LESS_CD_ENM,grd_ScheduleMain_MNG_LESS_NM,grd_ScheduleMain_MNG_LESS_ENM,grd_ScheduleMain_PROF_NM,grd_ScheduleMain_PROF_ENM,grd_ScheduleMain_BLDG_COUM,grd_ScheduleMain_BLDG_COUM_ENM,grd_ScheduleMain_PROG_YN,grd_ScheduleMain_OTSH_LIMT_YN,grd_ScheduleMain_DLES_COUR_PBT_YN,grd_ScheduleMain_ETC,grd_ScheduleMain_ETC_ENM
81,100351,환경과인간,Environment and Human,,31001,교선,General Education Elective,2,화(6 ~ 7),Tue(6 ~ 7),40,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,임병란,임병란,청운관(북관)-015,Chungwoon Hall(006A)-015,보기,N,,,
82,100351,환경과인간,Environment and Human,,31004,교선,General Education Elective,2,화(8 ~ 9),Tue(8 ~ 9),40,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,정연훈,JUNG YEON HOON,청운관(북관)-016,Chungwoon Hall(006A)-016,보기,N,,,
83,100352,소프트볼,SoftBall,,31001,교선,General Education Elective,2,목(2 ~ 4),Thu(2 ~ 4),30,교양대학,College of Liberal Arts,스포츠과학과,Department of Sports Sciences,남기정,남기정,무궁관-202,Mugung Hall(057)-202 (),보기,Y,,체육,Physical education
84,100353,내몸지키는호신술,self-defense martial art,,31001,교선,General Education Elective,2,월(6 ~ 8),Mon(6 ~ 8),30,교양대학,College of Liberal Arts,스포츠과학과,Department of Sports Sciences,이종화,Jonghwa Lee,무궁관-202 미래관-B106,Mirae Hall(060)-B106 Mugung Hall(057)-202,보기,Y,,체육,Physical education
85,100356,게임과 인문학,Games and Humanities,,31001,교선,General Education Elective,3,수(3 ~ 5),Wed(3 ~ 5),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,오영진,"Oh, Youngjin",어의관-303,Eoui Hall(040)-303,보기,N,,제4영역,제4영역
86,100357,테크노컬처론,Technology and Cultural Politics,,31001,교선,General Education Elective,3,수(7 ~ 9),Wed(7 ~ 9),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,오영진,"Oh, Youngjin",어의관-212,Eoui Hall(040)-212,보기,N,,제4영역,제4영역
87,100359,예술경영으로 바라본 기술,Technology Based on Arts Management,,31001,교선,General Education Elective,3,수(2 ~ 4),Wed(2 ~ 4),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,황순학,황순학,어의관-204,Eoui Hall(040)-204,보기,N,,제5영역,제5영역
88,100368,인공지능기초와활용,Introduction to AI and its applications,,21001,교선,General Education Elective,3,화(9 ~ 11),Tue(9 ~ 11),100,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,박종열,Jongyoul Park,상상관-108,Sangsang Hall(53)-108,보기,N,,사이버강좌전용,Online course
89,100371,인공지능 시대의 예술,Art in the Age of Artificial Intelligence,,31001,교선,General Education Elective,3,목(1 ~ 3),Thu(1 ~ 3),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,오영진,"Oh, Youngjin",어의관-210,Eoui Hall(040)-210,보기,N,,제5영역,제5영역
90,100503,기술과디자인,Technology and Design,,31001,교선,General Education Elective,2,화(6 ~ 7),Tue(6 ~ 7),40,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,강태임,"Kang, Tae Yim",창조관-310,Changjo Hall (Graduate School)(008)-310,보기,N,,,
91,100529,동양고전읽기,Reading Eastern Classics,,31001,교선,General Education Elective,3,월(7 ~ 9),Mon(7 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,전승주,전승주,어의관-310,Eoui Hall(040)-310,보기,Y,,,
92,100553,지식의세계,World of Knowledge,Standing Lecture,31001,교선,General Education Elective,2,월(2 ~ 3),Mon(2 ~ 3),15,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,박선규,박선규,어의관-315,Eoui Hall(040)-315,보기,N,,,
93,100553,지식의세계,World of Knowledge,미래융합대학 전용강좌,31002,교선,General Education Elective,2,월(11 ~ 12),Mon(11 ~ 12),20,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,박선규,박선규,어의관-315,Eoui Hall(040)-315,보기,N,,,
94,100590,오늘의한국사회,Contemporary Korea Society,,31001,교선,General Education Elective,3,수(3 ~ 5),Wed(3 ~ 5),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,윤여령,윤여령,어의관-212,Eoui Hall(040)-212,보기,N,,,
95,100591,선형대수,Linear Algebra,,31001,교선,General Education Elective,3,"월(3), 수(3 ~ 4)","Mon(3), Wed(3 ~ 4)",30,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,박윤경,"Park, Yoon Kyung",어의관-412 어의관-412,Eoui Hall(040)-412,보기,N,,,
96,100594,문학의세계,Understanding Literature,,31001,교선,General Education Elective,3,월(7 ~ 9),Mon(7 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,이민호,이민호,어의관-610,Eoui Hall(040)-610,보기,N,,,
97,100598,디자인과지식재산,Design & Intellectual Property,,31001,교선,General Education Elective,3,수(2 ~ 4),Wed(2 ~ 4),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김현경,김현경,창조관-310,Changjo Hall (Graduate School)(008)-310,보기,N,,,
98,100598,디자인과지식재산,Design & Intellectual Property,,31002,교선,General Education Elective,3,수(5 ~ 7),Wed(5 ~ 7),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김현경,김현경,창조관-310,Changjo Hall (Graduate School)(008)-310,보기,N,,,
99,100639,역사와인간,The history and Man,,31001,교필,General Education Required Course,3,월(1 ~ 3),Mon(1 ~ 3),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,변우희,변우희,어의관-203,Eoui Hall(040)-203,보기,N,,"택1, 제2영역","택1, 제2영역"
100,100639,역사와인간,The history and Man,,31003,교필,General Education Required Course,3,화(4 ~ 6),Tue(4 ~ 6),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,윤현상,Yoon Hyunsang,어의관-303,Eoui Hall(040)-303,보기,N,,"택1, 제2영역","택1, 제2영역"
101,100639,역사와인간,The history and Man,,31002,교필,General Education Required Course,3,월(4 ~ 6),Mon(4 ~ 6),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,이아리,이아리,어의관-317,Eoui Hall(040)-317,보기,N,,"택1, 제2영역","택1, 제2영역"
102,100639,역사와인간,The history and Man,,31004,교필,General Education Required Course,3,목(4 ~ 6),Thu(4 ~ 6),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,오기승,오기승,어의관-213,Eoui Hall(040)-213,보기,N,,"택1, 제2영역","택1, 제2영역"
103,100643,현대사회와윤리,Ethics in Modern Society,,31003,교필,General Education Required Course,3,화(4 ~ 6),Tue(4 ~ 6),60,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,강병호,강병호,어의관-105,Eoui Hall(040)-105,보기,N,,"택1, 제1영역","택1, 제1영역"
104,100643,현대사회와윤리,Ethics in Modern Society,,31001,교필,General Education Required Course,3,월(10 ~ 12),Mon(10 ~ 12),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,고은강,Eunkang Koh,어의관-506,Eoui Hall(040)-506,보기,N,,"택1, 제1영역","택1, 제1영역"
105,100643,현대사회와윤리,Ethics in Modern Society,,31002,교필,General Education Required Course,3,월(4 ~ 6),Mon(4 ~ 6),60,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,강병호,강병호,어의관-105,Eoui Hall(040)-105,보기,N,,"택1, 제1영역","택1, 제1영역"
106,100688,미분방정식,Differential Equation,,31001,교선,General Education Elective,3,목(2 ~ 4),Thu(2 ~ 4),40,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,김병수,Byoung Soo Kim,어의관-412,Eoui Hall(040)-412,보기,N,,,
107,100690,확률과통계,Probability and Statistics,군 이러닝 강좌,31006,교선,General Education Elective,3,토(6 ~ 8),Sat(6 ~ 8),999,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김태수,"KIM, TAE SOO",,,보기,Y,,사이버강좌전용,Online course
108,100690,확률과통계,Probability and Statistics,,31003,교선,General Education Elective,3,수(5 ~ 7),Wed(5 ~ 7),40,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,이우주,이우주,어의관-103,Eoui Hall(040)-103,보기,N,,,
109,100690,확률과통계,Probability and Statistics,,31002,교선,General Education Elective,3,수(1 ~ 3),Wed(1 ~ 3),40,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,이우주,이우주,어의관-103,Eoui Hall(040)-103,보기,N,,,
110,100690,확률과통계,Probability and Statistics,,31001,교선,General Education Elective,3,금(2 ~ 4),Fri(2 ~ 4),40,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,김태수,"KIM, TAE SOO",어의관-315,Eoui Hall(040)-315,보기,N,,일반+사이버(70%미만)강좌,
111,100712,운동과건강,Motion and Health,,31002,교선,General Education Elective,2,금(6 ~ 7),Fri(6 ~ 7),30,교양대학,College of Liberal Arts,스포츠과학과,Department of Sports Sciences,한경숙,한경숙,무궁관-303,Mugung Hall(057)-303,보기,Y,,체육,Physical education
112,100712,운동과건강,Motion and Health,,31003,교선,General Education Elective,2,수(7 ~ 8),Wed(7 ~ 8),30,교양대학,College of Liberal Arts,스포츠과학과,Department of Sports Sciences,김유식,김유식,무궁관-303,Mugung Hall(057)-303,보기,Y,,체육,Physical education
113,100712,운동과건강,Motion and Health,,31001,교선,General Education Elective,2,금(8 ~ 9),Fri(8 ~ 9),30,교양대학,College of Liberal Arts,스포츠과학과,Department of Sports Sciences,한경숙,한경숙,무궁관-303,Mugung Hall(057)-303,보기,Y,,체육,Physical education
114,100762,한국사의재조명,Recognition to Korean History,,31010,교필,General Education Required Course,3,금(7 ~ 9),Fri(7 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김정신,김정신,어의관-312,Eoui Hall(040)-312,보기,N,,"택1, 제2영역","택1, 제2영역"
115,100762,한국사의재조명,Recognition to Korean History,,31006,교필,General Education Required Course,3,월(7 ~ 9),Mon(7 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,이아리,이아리,어의관-317,Eoui Hall(040)-317,보기,N,,"택1, 제2영역","택1, 제2영역"
116,100762,한국사의재조명,Recognition to Korean History,,31003,교필,General Education Required Course,3,목(3 ~ 5),Thu(3 ~ 5),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,정상우,"Jeong, Sang woo",어의관-312,Eoui Hall(040)-312,보기,N,,"택1, 제2영역","택1, 제2영역"
117,100762,한국사의재조명,Recognition to Korean History,,31004,교필,General Education Required Course,3,수(1 ~ 3),Wed(1 ~ 3),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,최경환,최경환,어의관-105,Eoui Hall(040)-105,보기,N,,"택1, 제2영역","택1, 제2영역"
118,100762,한국사의재조명,Recognition to Korean History,,31005,교필,General Education Required Course,3,수(7 ~ 9),Wed(7 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,최경환,최경환,어의관-105,Eoui Hall(040)-105,보기,N,,"택1, 제2영역","택1, 제2영역"
119,100762,한국사의재조명,Recognition to Korean History,외국인 전용 영어강좌,31001,교필,General Education Required Course,3,수(4 ~ 6),Wed(4 ~ 6),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,정상우,"Jeong, Sang woo",어의관-312,Eoui Hall(040)-312,보기,Y,,"영어전용(M)   택1, 제2영역","Offered in English   택1, 제2영역"
120,100762,한국사의재조명,Recognition to Korean History,,31008,교필,General Education Required Course,3,목(1 ~ 3),Thu(1 ~ 3),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,오기승,오기승,어의관-213,Eoui Hall(040)-213,보기,N,,"택1, 제2영역","택1, 제2영역"
121,100762,한국사의재조명,Recognition to Korean History,,31011,교필,General Education Required Course,3,월(4 ~ 6),Mon(4 ~ 6),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,이정훈,이정훈,어의관-102,Eoui Hall(040)-102,보기,N,,"택1, 제2영역","택1, 제2영역"
122,100762,한국사의재조명,Recognition to Korean History,,31002,교필,General Education Required Course,3,화(3 ~ 5),Tue(3 ~ 5),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,정상우,"Jeong, Sang woo",어의관-312,Eoui Hall(040)-312,보기,N,,"택1, 제2영역","택1, 제2영역"
123,100762,한국사의재조명,Recognition to Korean History,,31007,교필,General Education Required Course,3,화(1 ~ 3),Tue(1 ~ 3),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,윤현상,Yoon Hyunsang,어의관-303,Eoui Hall(040)-303,보기,N,,"택1, 제2영역","택1, 제2영역"
124,100762,한국사의재조명,Recognition to Korean History,,31009,교필,General Education Required Course,3,목(7 ~ 9),Thu(7 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,이정훈,이정훈,어의관-102,Eoui Hall(040)-102,보기,N,,"택1, 제2영역","택1, 제2영역"
125,100764,현대사회와철학,Modern Society and Philosophy,,31002,교필,General Education Required Course,3,목(1 ~ 3),Thu(1 ~ 3),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,박정태,Park Jung Tae,어의관-301,Eoui Hall(040)-301,보기,N,,"택1, 제1영역","택1, 제1영역"
126,100764,현대사회와철학,Modern Society and Philosophy,,31003,교필,General Education Required Course,3,목(4 ~ 6),Thu(4 ~ 6),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,박정태,Park Jung Tae,어의관-301,Eoui Hall(040)-301,보기,N,,"택1, 제1영역","택1, 제1영역"
127,100764,현대사회와철학,Modern Society and Philosophy,,31004,교필,General Education Required Course,3,화(1 ~ 3),Tue(1 ~ 3),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,이수정,이수정,어의관-212,Eoui Hall(040)-212,보기,N,,"택1, 제1영역","택1, 제1영역"
128,100764,현대사회와철학,Modern Society and Philosophy,,31005,교필,General Education Required Course,3,금(5 ~ 7),Fri(5 ~ 7),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,이수정,이수정,어의관-212,Eoui Hall(040)-212,보기,N,,"택1, 제1영역","택1, 제1영역"
129,100764,현대사회와철학,Modern Society and Philosophy,,31006,교필,General Education Required Course,3,월(6 ~ 8),Mon(6 ~ 8),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,고지현,고지현,어의관-202,Eoui Hall(040)-202,보기,N,,"택1, 제1영역","택1, 제1영역"
130,100764,현대사회와철학,Modern Society and Philosophy,,31001,교필,General Education Required Course,3,월(4 ~ 6),Mon(4 ~ 6),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,박정태,Park Jung Tae,어의관-301,Eoui Hall(040)-301,보기,N,,"택1, 제1영역","택1, 제1영역"
131,100764,현대사회와철학,Modern Society and Philosophy,,31007,교필,General Education Required Course,3,화(4 ~ 6),Tue(4 ~ 6),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,고지현,고지현,어의관-202,Eoui Hall(040)-202,보기,N,,"택1, 제1영역","택1, 제1영역"
132,100766,현대문화론,Modern Culture Theory,,31004,교필,General Education Required Course,3,목(7 ~ 9),Thu(7 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,박정수,박정수,어의관-211,Eoui Hall(040)-211,보기,N,,"택1, 제1영역","택1, 제1영역"
133,100766,현대문화론,Modern Culture Theory,,31003,교필,General Education Required Course,3,목(4 ~ 6),Thu(4 ~ 6),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,박정수,박정수,어의관-211,Eoui Hall(040)-211,보기,N,,"택1, 제1영역","택1, 제1영역"
134,100766,현대문화론,Modern Culture Theory,,31001,교필,General Education Required Course,3,수(1 ~ 3),Wed(1 ~ 3),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,현영종,현영종,어의관-213,Eoui Hall(040)-213,보기,N,,"택1, 제1영역","택1, 제1영역"
135,100766,현대문화론,Modern Culture Theory,,31005,교필,General Education Required Course,3,화(7 ~ 9),Tue(7 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,손기태,손기태,어의관-210,Eoui Hall(040)-210,보기,N,,"택1, 제1영역","택1, 제1영역"
136,100766,현대문화론,Modern Culture Theory,,31006,교필,General Education Required Course,3,금(7 ~ 9),Fri(7 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,손기태,손기태,어의관-210,Eoui Hall(040)-210,보기,N,,"택1, 제1영역","택1, 제1영역"
137,100766,현대문화론,Modern Culture Theory,,31007,교필,General Education Required Course,3,월(5 ~ 7),Mon(5 ~ 7),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,최진호,최진호,어의관-213,Eoui Hall(040)-213,보기,N,,"택1, 제1영역","택1, 제1영역"
138,100766,현대문화론,Modern Culture Theory,,31008,교필,General Education Required Course,3,수(5 ~ 7),Wed(5 ~ 7),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,최진호,최진호,어의관-213,Eoui Hall(040)-213,보기,N,,"택1, 제1영역","택1, 제1영역"
139,100766,현대문화론,Modern Culture Theory,,31009,교필,General Education Required Course,3,화(4 ~ 6),Tue(4 ~ 6),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,양재영,양재영,어의관-212,Eoui Hall(040)-212,보기,N,,"택1, 제1영역","택1, 제1영역"
140,100766,현대문화론,Modern Culture Theory,,31002,교필,General Education Required Course,3,금(1 ~ 3),Fri(1 ~ 3),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,현영종,현영종,어의관-213,Eoui Hall(040)-213,보기,N,,"택1, 제1영역","택1, 제1영역"
141,100780,철학과예술,Philosophy and Art,,31001,교선,General Education Elective,3,수(7 ~ 9),Wed(7 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,박태호,박태호,어의관-316,Eoui Hall(040)-316,보기,N,,,
142,100782,서울의역사와문화,History and Culture of Seoul,,31001,교선,General Education Elective,3,금(4 ~ 6),Fri(4 ~ 6),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,최경환,최경환,어의관-105,Eoui Hall(040)-105,보기,N,,,
143,100783,현대서양의형성,Contemporary History of the West,,31001,교선,General Education Elective,3,월(7 ~ 9),Mon(7 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김남섭,"Kim, Namsub",어의관-412,Eoui Hall(040)-412,보기,N,,,
144,100784,현대메가트렌드,Contemporary Society and Megatrends,,31001,교필,General Education Required Course,3,월(1 ~ 3),Mon(1 ~ 3),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,나두경,나두경,어의관-210,Eoui Hall(040)-210,보기,N,,"택1, 제3영역","택1, 제3영역"
145,100784,현대메가트렌드,Contemporary Society and Megatrends,,31002,교필,General Education Required Course,3,월(5 ~ 7),Mon(5 ~ 7),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,나두경,나두경,어의관-210,Eoui Hall(040)-210,보기,N,,"택1, 제3영역","택1, 제3영역"
146,100785,대중문화와사회,Popular Culture and Society,외국인 전용 영어강좌,31001,교선,General Education Elective,3,목(5 ~ 7),Thu(5 ~ 7),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,정기인,"Chong, Ki In",어의관-317,Eoui Hall(040)-317,보기,Y,,영어전용(M),Offered in English
147,100788,논리적글쓰기,Logical Writing,,11036,교필,General Education Required Course,3,화(4 ~ 6),Tue(4 ~ 6),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,나보령,나보령,어의관-412,Eoui Hall(040)-412,보기,N,,공통필수,공통필수
148,100788,논리적글쓰기,Logical Writing,,11030,교필,General Education Required Course,3,목(4 ~ 6),Thu(4 ~ 6),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김민수,김민수,어의관-313,Eoui Hall(040)-313,보기,N,,공통필수,공통필수
149,100788,논리적글쓰기,Logical Writing,,11029,교필,General Education Required Course,3,수(4 ~ 6),Wed(4 ~ 6),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,민진영,"Min, Jin-young",다빈치관-209,Davinci Hall(039)-209,보기,N,,공통필수,공통필수
150,100788,논리적글쓰기,Logical Writing,,11034,교필,General Education Required Course,3,금(1 ~ 3),Fri(1 ~ 3),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,유건수,유건수,어의관-102,Eoui Hall(040)-102,보기,N,,공통필수,공통필수
151,100788,논리적글쓰기,Logical Writing,,11025,교필,General Education Required Course,3,월(4 ~ 6),Mon(4 ~ 6),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,전영주,전영주,다빈치관-207,Davinci Hall(039)-207,보기,N,,공통필수,공통필수
152,100788,논리적글쓰기,Logical Writing,,11037,교필,General Education Required Course,3,화(7 ~ 9),Tue(7 ~ 9),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,나보령,나보령,어의관-314,Eoui Hall(040)-314,보기,N,,공통필수,공통필수
153,100788,논리적글쓰기,Logical Writing,,11028,교필,General Education Required Course,3,수(1 ~ 3),Wed(1 ~ 3),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,민진영,"Min, Jin-young",다빈치관-209,Davinci Hall(039)-209,보기,N,,공통필수,공통필수
154,100788,논리적글쓰기,Logical Writing,,11027,교필,General Education Required Course,3,목(7 ~ 9),Thu(7 ~ 9),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,조경은,조경은,다빈치관-207,Davinci Hall(039)-207,보기,N,,공통필수,공통필수
155,100788,논리적글쓰기,Logical Writing,,11026,교필,General Education Required Course,3,목(4 ~ 6),Thu(4 ~ 6),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,조경은,조경은,다빈치관-207,Davinci Hall(039)-207,보기,N,,공통필수,공통필수
156,100788,논리적글쓰기,Logical Writing,,11032,교필,General Education Required Course,3,화(1 ~ 3),Tue(1 ~ 3),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김민수,김민수,어의관-317,Eoui Hall(040)-317,보기,N,,공통필수,공통필수
157,100788,논리적글쓰기,Logical Writing,,11018,교필,General Education Required Course,3,금(1 ~ 3),Fri(1 ~ 3),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김슬기,김슬기,어의관-313,Eoui Hall(040)-313,보기,N,,공통필수,공통필수
158,100788,논리적글쓰기,Logical Writing,,11019,교필,General Education Required Course,3,금(4 ~ 6),Fri(4 ~ 6),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김슬기,김슬기,어의관-313,Eoui Hall(040)-313,보기,N,,공통필수,공통필수
159,100788,논리적글쓰기,Logical Writing,,11020,교필,General Education Required Course,3,목(1 ~ 3),Thu(1 ~ 3),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,박성준,박성준,어의관-313,Eoui Hall(040)-313,보기,N,,공통필수,공통필수
160,100788,논리적글쓰기,Logical Writing,,11021,교필,General Education Required Course,3,목(7 ~ 9),Thu(7 ~ 9),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,박성준,박성준,어의관-313,Eoui Hall(040)-313,보기,N,,공통필수,공통필수
161,100788,논리적글쓰기,Logical Writing,,11022,교필,General Education Required Course,3,월(4 ~ 6),Mon(4 ~ 6),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김정욱,김정욱,다빈치관-208,Davinci Hall(039)-208,보기,N,,공통필수,공통필수
162,100788,논리적글쓰기,Logical Writing,,11023,교필,General Education Required Course,3,월(7 ~ 9),Mon(7 ~ 9),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김정욱,김정욱,다빈치관-208,Davinci Hall(039)-208,보기,N,,공통필수,공통필수
163,100788,논리적글쓰기,Logical Writing,,11024,교필,General Education Required Course,3,월(1 ~ 3),Mon(1 ~ 3),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,전영주,전영주,다빈치관-207,Davinci Hall(039)-207,보기,N,,공통필수,공통필수
164,100788,논리적글쓰기,Logical Writing,,11031,교필,General Education Required Course,3,수(7 ~ 9),Wed(7 ~ 9),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,나보령,나보령,어의관-412,Eoui Hall(040)-412,보기,N,,공통필수,공통필수
165,100788,논리적글쓰기,Logical Writing,,11035,교필,General Education Required Course,3,금(4 ~ 6),Fri(4 ~ 6),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,유건수,유건수,어의관-102,Eoui Hall(040)-102,보기,N,,공통필수,공통필수
166,100788,논리적글쓰기,Logical Writing,,11010,교필,General Education Required Course,3,화(1 ~ 3),Tue(1 ~ 3),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,양정현,양정현,어의관-314,Eoui Hall(040)-314,보기,N,,공통필수,공통필수
167,100788,논리적글쓰기,Logical Writing,,11003,교필,General Education Required Course,3,금(1 ~ 3),Fri(1 ~ 3),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,조지혜,조지혜,어의관-314,Eoui Hall(040)-314,보기,N,,공통필수,공통필수
168,100788,논리적글쓰기,Logical Writing,외국인 전용 영어강좌,11001,교필,General Education Required Course,3,수(1 ~ 3),Wed(1 ~ 3),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,Kudaibergenov Meerbek,Kudaibergenov Meerbek,국제관-201,International Hall(038)-201,보기,Y,,공통필수,공통필수
169,100788,논리적글쓰기,Logical Writing,,11009,교필,General Education Required Course,3,월(7 ~ 9),Mon(7 ~ 9),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,이경근,이경근,어의관-302,Eoui Hall(040)-302,보기,N,,공통필수,공통필수
170,100788,논리적글쓰기,Logical Writing,,11008,교필,General Education Required Course,3,월(4 ~ 6),Mon(4 ~ 6),30,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,이민호,이민호,어의관-610,Eoui Hall(040)-610,보기,N,,공통필수,공통필수
