grd_ScheduleMain_rn,grd_ScheduleMain_SUBJ_CD,grd_ScheduleMain_SUBJ_KNM,grd_ScheduleMain_SUBJ_ENM,grd_ScheduleMain_NOTE,grd_ScheduleMain_LECT_NUMB,grd_ScheduleMain_CMPT_DIV_NM,grd_ScheduleMain_CMPT_DIV_ENM,grd_ScheduleMain_UNIT,grd_ScheduleMain_LSTM_LIST,grd_ScheduleMain_LSTM_LIST_ENM,grd_ScheduleMain_COUR_INWON,grd_ScheduleMain_SP_LESS_CD_NM,grd_ScheduleMain_SP_LESS_CD_ENM,grd_ScheduleMain_MNG_LESS_NM,grd_ScheduleMain_MNG_LESS_ENM,grd_ScheduleMain_PROF_NM,grd_ScheduleMain_PROF_ENM,grd_ScheduleMain_BLDG_COUM,grd_ScheduleMain_BLDG_COUM_ENM,grd_ScheduleMain_PROG_YN,grd_ScheduleMain_OTSH_LIMT_YN,grd_ScheduleMain_DLES_COUR_PBT_YN,grd_ScheduleMain_ETC,grd_ScheduleMain_ETC_ENM
70,181050,Capstone Design(1),Capstone Design(1),,41014,전필,Major Required Courses,3,금(5 ~ 9),Fri(5 ~ 9),6,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,"김정한, 김정우",김정우,프론티어관-403,Frontier Hall(032)-403,보기,Y,Y,논문세미나,Dissertation seminar
71,181050,Capstone Design(1),Capstone Design(1),,41018,전필,Major Required Courses,3,금(0 ~ 4),Fri(0 ~ 4),40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,박민수,"Park, Min Soo",다산관-322,Dasan Hall(002)-322,보기,Y,Y,논문세미나,Dissertation seminar
72,181050,Capstone Design(1),Capstone Design(1),,41021,전필,Major Required Courses,3,금(0 ~ 4),Fri(0 ~ 4),40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,이승현,Seunghyun Lee,다산관-320,Dasan Hall(002)-320,보기,Y,Y,논문세미나,Dissertation seminar
73,181050,Capstone Design(1),Capstone Design(1),,41020,전필,Major Required Courses,3,금(0 ~ 4),Fri(0 ~ 4),20,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,이주연,Ju Yeon Lee,다산관-319,Dasan Hall(002)-319,보기,Y,Y,논문세미나,Dissertation seminar
74,181050,Capstone Design(1),Capstone Design(1),,41019,전필,Major Required Courses,3,금(0 ~ 4),Fri(0 ~ 4),20,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,황지홍,"Hwang, Jihong",다산관-225,Dasan Hall(002)-225,보기,Y,Y,논문세미나,Dissertation seminar
75,181051,CAE,Computer Aided Engineering,,41002,전선,Major Electives,3,"월(5 ~ 6), 수(6 ~ 7)","Mon(5 ~ 6), Wed(6 ~ 7)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,정완진,"Chung, Wanjin",다산관-229 다산관-229,Dasan Hall(002)-229,보기,Y,,일반+사이버(70%미만)강좌,
76,181051,CAE,Computer Aided Engineering,,41001,전선,Major Electives,3,"월(8 ~ 9), 수(6 ~ 7)","Mon(8 ~ 9), Wed(6 ~ 7)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,박근,박근,프론티어관-502 프론티어관-511,Frontier Hall(032)-511 Frontier Hall(032)-502,보기,Y,Y,,
77,181052,센서및데이터,Sensors and Measurements,,41001,전선,Major Electives,3,"화(1 ~ 2), 목(6 ~ 7)","Tue(1 ~ 2), Thu(6 ~ 7)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,조영학,"Cho, Young Hak",프론티어관-316 프론티어관-316,Frontier Hall(032)-316,보기,Y,Y,,
78,181053,실험계획법,Experimental Design,,41001,전선,Major Electives,3,"화(2 ~ 3), 목(8 ~ 9)","Tue(2 ~ 3), Thu(8 ~ 9)",42,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,김헌,"Kim, Huhn",다산관-229 다산관-229,Dasan Hall(002)-229,보기,Y,Y,,
79,181064,Capstone Design(2),Capstone Design(2),,41002,전필,Major Required Courses,3,금(5 ~ 9),Fri(5 ~ 9),13,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,"김성동, 김태훈",Taehoon Kim,,,보기,Y,Y,논문세미나,Dissertation seminar
80,181064,Capstone Design(2),Capstone Design(2),,41001,전필,Major Required Courses,3,금(5 ~ 9),Fri(5 ~ 9),12,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,"임충혁, 박근",박근,프론티어관-1003,Frontier Hall(032)-1003,보기,Y,Y,논문세미나,Dissertation seminar
81,181082,코업(1),Co-operative Education Program(1),,31001,전선,Major Electives,6,토(0),Sat(0),40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,김정우,김정우,,,보기,Y,Y,현장실습,Field training
82,181082,코업(1),Co-operative Education Program(1),,31002,전선,Major Electives,6,토(0),Sat(0),20,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,이창환,Chang-Whan LEE,,,보기,Y,Y,현장실습,Field training
83,181083,코업프로젝트(1),Co-operative Education Project(1),,31002,전선,Major Electives,12,토(1),Sat(1),20,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,이창환,Chang-Whan LEE,,,보기,Y,Y,코업프로젝트,Co-op project
84,181083,코업프로젝트(1),Co-operative Education Project(1),,31001,전선,Major Electives,12,일(0),Sun(0),40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,김정우,김정우,,,보기,Y,Y,코업프로젝트,Co-op project
85,181084,기구설계,Product and Mechanism Design,,41001,전선,Major Electives,3,목(2 ~ 5),Thu(2 ~ 5),40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,정성원,SEONG WON JEONG,하이테크관-201,High Tech Hall(033)-201,보기,Y,,,
86,181088,코업(3),Co-operative Education Program(3),,41001,전선,Major Electives,6,토(1),Sat(1),2,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,김정우,김정우,,,보기,Y,Y,현장실습,Field training
87,181089,코업프로젝트(3),Co-operative Education Project(3),,41001,전선,Major Electives,12,일(1),Sun(1),2,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,김정우,김정우,,,보기,Y,Y,코업프로젝트,Co-op project
88,181096,창의입문설계,Introduction to Creative Engineering Design,,11004,전선,Major Electives,2,월(1 ~ 3),Mon(1 ~ 3),40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,김제흥,김제흥,하이테크관-234,High Tech Hall(033)-234,보기,Y,Y,,
89,181096,창의입문설계,Introduction to Creative Engineering Design,,11001,전선,Major Electives,2,"화(5), 수(8 ~ 9)","Tue(5), Wed(8 ~ 9)",45,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,김정엽,"KIM, JUNG-YUP",하이테크관-234 하이테크관-234,High Tech Hall(033)-234,보기,Y,Y,,
90,181096,창의입문설계,Introduction to Creative Engineering Design,,11006,전선,Major Electives,2,화(6 ~ 8),Tue(6 ~ 8),40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,김제흥,김제흥,하이테크관-234,High Tech Hall(033)-234,보기,Y,Y,,
91,181096,창의입문설계,Introduction to Creative Engineering Design,,11003,전선,Major Electives,2,"월(9), 화(8 ~ 9)","Mon(9), Tue(8 ~ 9)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,이주연,Ju Yeon Lee,하이테크관-231 하이테크관-236,High Tech Hall(033)-236 High Tech Hall(033)-231,보기,Y,Y,일반+사이버(70%미만)강좌,
92,181096,창의입문설계,Introduction to Creative Engineering Design,,11002,전선,Major Electives,2,"월(8), 화(3 ~ 4)","Mon(8), Tue(3 ~ 4)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,이주연,Ju Yeon Lee,하이테크관-231 하이테크관-236,High Tech Hall(033)-236 High Tech Hall(033)-231,보기,Y,Y,일반+사이버(70%미만)강좌,
93,181096,창의입문설계,Introduction to Creative Engineering Design,,11005,전선,Major Electives,2,월(6 ~ 8),Mon(6 ~ 8),40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,김제흥,김제흥,하이테크관-234,High Tech Hall(033)-234,보기,Y,Y,,
94,181104,응용유체역학,Applied Fluid Mechanics,,41001,전선,Major Electives,3,"월(5), 수(1 ~ 2)","Mon(5), Wed(1 ~ 2)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,김정우,김정우,프론티어관-506 프론티어관-506,Frontier Hall(032)-506,보기,Y,Y,,
95,181111,PC기반제어프로그래밍,PC-Based Control Programming,,31001,전선,Major Electives,3,월(6 ~ 9),Mon(6 ~ 9),46,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,김성환,"Kim, Sung Hwan",프론티어관-511,Frontier Hall(032)-511,보기,Y,Y,,
96,181115,마이크로컨트롤러,MicroController,,31001,전선,Major Electives,3,"화(1 ~ 2), 목(6 ~ 7)","Tue(1 ~ 2), Thu(6 ~ 7)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,박희재,박희재,하이테크관-236 하이테크관-236,High Tech Hall(033)-236,보기,Y,,,
97,181117,인공지능개론,Introduction to Artificial Intelligence,,41001,전선,Major Electives,3,"화(3), 목(8 ~ 9)","Tue(3), Thu(8 ~ 9)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,이치범,"LEE, CHIBUM",프론티어관-318 프론티어관-318,Frontier Hall(032)-318,보기,Y,Y,,
98,181120,임베디드시스템프로그래밍,Programming for Embedded Systems,,41001,전선,Major Electives,3,"월(6 ~ 7), 목(3 ~ 4)","Mon(6 ~ 7), Thu(3 ~ 4)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,박희재,박희재,하이테크관-236 하이테크관-236,High Tech Hall(033)-236,보기,Y,,,
99,181125,반도체제조공정,Semiconductor Device Manufacturing,,41002,전선,Major Electives,3,"화(5), 목(1 ~ 2)","Tue(5), Thu(1 ~ 2)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,조영학,"Cho, Young Hak",프론티어관-401 프론티어관-401,Frontier Hall(032)-401,보기,Y,,,
100,181125,반도체제조공정,Semiconductor Device Manufacturing,,41001,전선,Major Electives,3,"월(3), 화(6 ~ 7)","Mon(3), Tue(6 ~ 7)",55,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,김성동,김성동,프론티어관-409 프론티어관-408,Frontier Hall(032)-408 Frontier Hall(032)-409,보기,Y,,,
101,181126,데이터분석입문,Introduction to Data Analytics,,31001,전선,Major Electives,3,"월(4 ~ 5), 수(8 ~ 9)","Mon(4 ~ 5), Wed(8 ~ 9)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,이주연,Ju Yeon Lee,프론티어관-502 프론티어관-502,Frontier Hall(032)-502,보기,Y,Y,영어전용(Y)  일반+사이버(70%미만)강좌,Offered in English
102,181127,생산재료공학,Material Science for Manufacturing,,31001,전선,Major Electives,3,"화(6 ~ 7), 목(3)","Tue(6 ~ 7), Thu(3)",50,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,류민영,"Lyu, Min-Young",다산관-316 다산관-316,Dasan Hall(002)-316,보기,Y,,,
103,181136,공정유체역학,Process Fluid Mechanics,,41001,전선,Major Electives,3,"화(5 ~ 6), 수(2)","Tue(5 ~ 6), Wed(2)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,김정현,"Kim, Jeong-Hyun",다산관-321 다산관-321,Dasan Hall(002)-321,보기,Y,,,
